Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,SD,South Dakota,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,309",44.4,42.3,46.5,"2,901",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,46,BO1,CAT1,DRNKANY5,RESP054,"(44.353130053000484, -100.3735306369997)"
2014,TN,Tennessee,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"1,670",40.5,38.5,42.6,"2,899",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,47,BO1,CAT1,DRNKANY5,RESP046,"(35.68094058000048, -85.77449091399967)"
2014,TN,Tennessee,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,141",59.5,57.4,61.5,"2,900",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,47,BO1,CAT1,DRNKANY5,RESP054,"(35.68094058000048, -85.77449091399967)"
2014,TX,Texas,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"6,735",48,46.6,49.4,"2,915",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48,BO1,CAT1,DRNKANY5,RESP046,"(31.827240407000488, -99.42677020599967)"
2014,TX,Texas,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"7,631",52,50.6,53.4,"2,916",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,48,BO1,CAT1,DRNKANY5,RESP054,"(31.827240407000488, -99.42677020599967)"
2014,UT,Utah,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"4,030",29.8,28.9,30.7,"2,915",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49,BO1,CAT1,DRNKANY5,RESP046,"(39.360700171000474, -111.58713063499971)"
2014,UT,Utah,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"10,388",70.2,69.3,71.1,"2,916",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,49,BO1,CAT1,DRNKANY5,RESP054,"(39.360700171000474, -111.58713063499971)"
2014,VT,Vermont,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"3,955",64.3,62.8,65.8,"2,873",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,50,BO1,CAT1,DRNKANY5,RESP046,"(43.62538123900049, -72.51764079099962)"
2014,VT,Vermont,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"2,171",35.7,34.2,37.2,"2,874",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,50,BO1,CAT1,DRNKANY5,RESP054,"(43.62538123900049, -72.51764079099962)"
2014,VA,Virginia,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"4,491",51.7,50.3,53.1,"2,912",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,51,BO1,CAT1,DRNKANY5,RESP046,"(37.54268067400045, -78.45789046299967)"
2014,VA,Virginia,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"4,552",48.3,46.9,49.7,"2,913",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,51,BO1,CAT1,DRNKANY5,RESP054,"(37.54268067400045, -78.45789046299967)"
2014,WA,Washington,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"5,824",59.5,58.1,60.8,"2,914",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,53,BO1,CAT1,DRNKANY5,RESP046,"(47.52227862900048, -120.47001078999972)"
2014,WA,Washington,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,891",40.6,39.2,41.9,"2,915",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,53,BO1,CAT1,DRNKANY5,RESP054,"(47.52227862900048, -120.47001078999972)"
2014,WV,West Virginia,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"1,905",32.7,31.3,34.2,"2,893",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,54,BO1,CAT1,DRNKANY5,RESP046,"(38.66551020200046, -80.71264013499967)"
2014,WV,West Virginia,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"4,130",67.3,65.8,68.7,"2,894",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,54,BO1,CAT1,DRNKANY5,RESP054,"(38.66551020200046, -80.71264013499967)"
2014,WI,Wisconsin,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"4,229",63.1,61.4,64.8,"2,903",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,55,BO1,CAT1,DRNKANY5,RESP046,"(44.39319117400049, -89.81637074199966)"
2014,WI,Wisconsin,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"2,469",36.9,35.2,38.6,"2,904",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,55,BO1,CAT1,DRNKANY5,RESP054,"(44.39319117400049, -89.81637074199966)"
2014,WY,Wyoming,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"2,832",51.7,49.5,53.9,"2,901",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,56,BO1,CAT1,DRNKANY5,RESP046,"(43.23554134300048, -108.10983035299967)"
2014,WY,Wyoming,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,200",48.3,46.2,50.5,"2,902",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,56,BO1,CAT1,DRNKANY5,RESP054,"(43.23554134300048, -108.10983035299967)"
2014,GU,Guam,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"1,055",46.5,43.6,49.3,"2,877",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,66,BO1,CAT1,DRNKANY5,RESP046,"(13.444304, 144.793731)"
2014,GU,Guam,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"1,298",53.5,50.7,56.4,"2,878",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,66,BO1,CAT1,DRNKANY5,RESP054,"(13.444304, 144.793731)"
2014,PR,Puerto Rico,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"1,467",29.3,27.7,30.8,"2,709",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,72,BO1,CAT1,DRNKANY5,RESP046,"(18.220833, -66.590149)"
2014,PR,Puerto Rico,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"4,395",70.8,69.2,72.3,"2,710",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,72,BO1,CAT1,DRNKANY5,RESP054,"(18.220833, -66.590149)"
2014,UW,All States and DC (median) **,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,51,53.3,,,"2,894",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,98,BO1,CAT1,DRNKANY5,RESP046,
2014,UW,All States and DC (median) **,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,51,46.8,,,"2,895",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,98,BO1,CAT1,DRNKANY5,RESP054,
2014,US,"All States, DC and Territories (median) **",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,53,53.1,,,"2,895",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,99,BO1,CAT1,DRNKANY5,RESP046,
2014,US,"All States, DC and Territories (median) **",Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,53,46.9,,,"2,896",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,99,BO1,CAT1,DRNKANY5,RESP054,
